«БИРИМДИК»,«МЕКЕНЧИЛ»,«ЫЙМАН НУРУ»,«МЕКЕНИМ КЫРГЫЗСТАН»,«РЕФОРМА» партиясы,«АТА МЕКЕН» саясий социалисттик партиясы,«ЗАМАНДАШ»,«БҮТҮН КЫРГЫЗСТАН» саясий партиясы,СОЦИАЛ-ДЕМОКРАТТАР,«МЕКЕН ЫНТЫМАГЫ»,«АФГАНИСТАН СОГУШУНУН АРДАГЕРЛЕРИ ЖАНА УШУЛ СЫЯКТУУ КАГЫШУУЛАРГА КАТЫШКАНДАРДЫН САЯСИЙ ПАРТИЯСЫ»,«ОРДО»,«БИР БОЛ»,РЕСПУБЛИКА,«КЫРГЫЗСТАН»,«ЧОҢ КАЗАТ»,БААРЫНА КАРШЫ,total,form2_percent,level_one
189.0,67.99999999999999,63.00000000000002,227.0,140.00000000000003,87.99999999999999,26.999999999999996,77.99999999999999,128.0,10.000000000000002,5.000000000000001,2.0,12.0,120.0,26.999999999999996,51.0,57.00000000000002,1292.0,1.9367588932806323,БИШКЕК Г.
200.0,60.0,56.0,74.00000000000001,119.00000000000001,67.00000000000001,35.99999999999999,74.99999999999999,170.00000000000003,16.000000000000004,6.0,3.9999999999999996,21.0,157.0,75.99999999999999,84.0,71.99999999999999,1293.0,3.095507738769347,БИШКЕК Г.
245.0,71.00000000000001,55.0,108.0,153.0,101.0,41.00000000000001,78.00000000000001,141.0,24.0,8.0,12.0,23.0,157.00000000000003,74.0,77.0,71.00000000000001,1439.0,3.760496531580869,БИШКЕК Г.
126.99999999999999,37.0,46.99999999999999,69.00000000000001,131.0,57.0,48.0,59.00000000000001,140.99999999999997,10.999999999999998,6.0,8.0,29.999999999999996,146.00000000000003,96.0,43.0,55.00000000000001,1111.0,2.8234302570585754,БИШКЕК Г.
146.99999999999997,83.0,19.0,46.0,125.00000000000001,86.99999999999999,78.99999999999999,41.0,111.0,9.0,3.0,10.0,15.0,151.0,117.00000000000001,74.00000000000001,47.99999999999999,1165.0,1.9575177009579343,БИШКЕК Г.
245.00000000000003,48.00000000000001,42.0,174.0,88.0,82.0,26.999999999999996,39.00000000000001,96.0,11.0,5.0,7.0,18.0,178.0,111.0,59.00000000000002,59.00000000000002,1289.0,22.266845158411424,БИШКЕК Г.
287.99999999999994,79.99999999999999,106.00000000000001,261.00000000000006,39.99999999999999,47.00000000000001,13.999999999999998,49.99999999999998,36.99999999999999,6.999999999999999,1.0,4.0,16.0,94.00000000000001,33.99999999999999,41.00000000000001,57.99999999999999,1178.0,77.08426214890771,БИШКЕК Г.
189.0,148.00000000000003,104.00000000000001,279.0,45.0,108.0,74.00000000000001,70.99999999999999,71.99999999999999,12.0,1.0,1.0,13.0,159.99999999999997,58.00000000000001,82.0,43.0,1460.0,47.40177439797212,БИШКЕК Г.
202.99999999999997,167.00000000000003,122.00000000000001,327.99999999999994,49.00000000000001,104.00000000000004,52.00000000000002,103.0,52.99999999999999,26.00000000000001,0.0,0.0,18.000000000000004,163.00000000000003,9.000000000000002,76.0,47.0,1520.0,50.43630017452006,БИШКЕК Г.
136.00000000000003,114.0,88.0,104.99999999999996,59.99999999999999,99.00000000000001,23.0,112.00000000000001,61.0,23.0,1.0,2.0,11.0,143.99999999999997,24.0,97.0,46.0,1146.0,3.7985865724381624,БИШКЕК Г.
124.0,99.0,97.99999999999999,280.99999999999994,63.99999999999999,84.0,46.0,75.99999999999999,65.99999999999999,22.0,0.0,0.9999999999999999,18.999999999999996,118.0,12.0,93.0,48.0,1251.0,37.72977941176471,БИШКЕК Г.
226.0,112.0,119.0,293.99999999999994,60.99999999999998,81.99999999999999,36.99999999999999,63.0,68.00000000000001,41.99999999999999,2.0,2.0,28.0,131.00000000000003,22.0,87.0,50.99999999999999,1427.0,70.70383912248629,БИШКЕК Г.
117.0,109.00000000000001,102.0,188.0,86.0,109.00000000000001,58.00000000000001,113.99999999999996,87.99999999999999,22.0,4.999999999999999,7.0,28.0,165.0,9.0,106.99999999999999,33.0,1347.0,10.17918414029737,БИШКЕК Г.
78.00000000000001,121.0,78.00000000000001,402.00000000000006,50.00000000000001,100.99999999999999,45.99999999999999,102.0,54.99999999999998,16.0,2.0,5.000000000000001,31.00000000000001,116.99999999999999,15.000000000000002,98.0,32.0,1349.0,57.6271186440678,БИШКЕК Г.
375.0,75.99999999999999,55.00000000000001,161.99999999999997,116.0,72.00000000000001,26.999999999999996,56.99999999999999,105.0,8.0,2.0,2.0,26.0,136.0,35.0,62.99999999999998,60.0,1377.0,56.22895622895623,БИШКЕК Г.
307.0,88.0,111.0,658.0000000000001,51.0,80.00000000000001,17.000000000000004,83.0,48.0,10.000000000000002,4.000000000000001,2.0000000000000004,22.999999999999996,113.0,22.0,68.00000000000001,54.0,1739.0,95.05409582689336,БИШКЕК Г.
299.00000000000006,79.99999999999999,92.00000000000001,396.99999999999994,32.00000000000001,76.0,88.0,64.00000000000001,54.99999999999999,6.0,0.0,1.0000000000000002,16.000000000000004,131.0,68.00000000000001,60.0,37.0,1502.0,96.52719665271967,БИШКЕК Г.
124.99999999999999,22.0,15.999999999999995,113.00000000000001,68.0,37.99999999999999,9.0,29.000000000000004,53.0,4.999999999999999,1.9999999999999998,4.999999999999999,9.999999999999998,63.00000000000001,12.999999999999998,20.999999999999996,46.00000000000001,638.0,21.194280908326323,БИШКЕК Г.
84.0,34.99999999999999,26.999999999999996,122.00000000000001,65.0,24.000000000000004,18.0,42.0,51.00000000000001,4.000000000000001,6.000000000000001,2.0000000000000004,12.000000000000002,76.00000000000001,3.0,25.0,52.99999999999999,649.0,12.967382657120128,БИШКЕК Г.
98.0,43.0,43.0,283.99999999999994,42.0,76.00000000000001,8.0,42.0,64.0,8.0,14.000000000000002,2.0,14.000000000000002,98.0,17.0,38.00000000000001,48.00000000000001,939.0,37.7379010331702,БИШКЕК Г.
127.99999999999999,53.00000000000001,58.00000000000001,278.00000000000006,82.0,73.99999999999999,11.0,47.99999999999999,65.99999999999999,6.0,7.0,3.0,7.999999999999999,99.0,19.0,29.999999999999996,46.0,1016.0,48.01980198019802,БИШКЕК Г.
135.99999999999997,22.0,24.999999999999996,93.0,73.99999999999999,43.00000000000001,16.0,37.99999999999999,64.0,3.0,6.999999999999999,0.9999999999999997,18.999999999999996,89.99999999999999,16.999999999999996,35.99999999999999,36.99999999999999,721.0,21.06446776611694,БИШКЕК Г.
104.0,20.000000000000004,27.0,113.0,51.00000000000001,58.99999999999998,11.0,35.99999999999999,37.0,8.0,7.0,0.0,8.0,68.00000000000001,4.0,25.999999999999996,52.0,631.0,25.80019398642095,БИШКЕК Г.
116.00000000000001,36.00000000000001,29.000000000000004,132.00000000000003,93.0,51.99999999999999,8.0,37.000000000000014,67.00000000000001,4.999999999999999,9.999999999999998,3.0000000000000013,37.000000000000014,117.00000000000001,29.999999999999996,43.0,57.00000000000001,872.0,21.415929203539825,БИШКЕК Г.
130.0,33.00000000000001,31.0,184.0,81.0,60.0,42.0,30.0,79.0,10.0,16.0,0.0,16.0,164.00000000000003,24.0,29.000000000000004,71.0,1000.0,16.804123711340207,БИШКЕК Г.
114.0,47.0,23.0,156.99999999999997,113.0,74.99999999999999,17.999999999999996,41.00000000000001,84.99999999999999,12.0,13.0,0.9999999999999999,13.0,141.0,21.0,49.0,56.00000000000001,979.0,16.03095632946379,БИШКЕК Г.
112.00000000000001,25.0,17.000000000000004,207.0,45.0,23.0,5.999999999999999,34.00000000000001,44.0,0.0,1.0,2.0,10.000000000000002,85.0,50.0,26.0,21.0,708.0,38.599487617421005,БИШКЕК Г.
70.00000000000001,30.0,40.00000000000001,160.00000000000003,128.0,65.99999999999999,16.999999999999996,49.99999999999999,106.0,6.000000000000001,15.0,4.000000000000001,18.0,124.0,44.00000000000001,34.0,75.0,987.0,7.81094527363184,БИШКЕК Г.
105.0,38.00000000000001,24.0,116.99999999999999,99.99999999999999,31.999999999999996,12.0,41.0,51.99999999999999,5.000000000000001,21.0,5.000000000000001,12.0,118.0,34.0,34.0,47.00000000000001,797.0,10.056214865708931,БИШКЕК Г.
154.99999999999997,30.0,39.00000000000001,184.0,110.00000000000001,59.0,18.000000000000004,45.99999999999999,78.0,16.999999999999996,4.0,4.0,22.000000000000004,115.0,73.0,33.00000000000001,70.00000000000001,1057.0,23.43032159264931,БИШКЕК Г.
109.0,34.99999999999999,40.0,138.00000000000003,93.00000000000001,45.0,21.0,32.99999999999999,69.99999999999999,9.0,5.0,0.0,9.0,92.00000000000001,8.0,46.00000000000001,45.0,798.0,14.944649446494465,БИШКЕК Г.
237.0,41.0,27.0,216.0,115.00000000000001,63.99999999999999,19.0,62.00000000000002,101.0,4.0,11.0,4.0,14.0,122.0,83.0,41.0,57.0,1218.0,19.332466406588644,БИШКЕК Г.
69.00000000000001,29.0,19.0,224.00000000000003,61.00000000000002,36.00000000000001,27.0,27.0,54.0,8.0,2.0,7.0,15.000000000000002,71.0,11.0,24.999999999999996,40.99999999999999,726.0,45.634629493763754,БИШКЕК Г.
146.99999999999997,51.99999999999998,46.0,142.00000000000003,81.99999999999999,44.0,28.00000000000001,37.00000000000001,130.99999999999997,10.0,8.0,2.9999999999999996,28.00000000000001,154.0,106.00000000000001,60.99999999999998,72.99999999999999,1152.0,27.793696275071632,БИШКЕК Г.
197.0,32.0,37.00000000000001,209.00000000000003,105.0,78.0,38.00000000000001,44.0,114.0,6.999999999999999,4.0,0.0,16.999999999999996,131.99999999999997,187.00000000000003,65.00000000000001,79.99999999999999,1346.0,37.339814405656206,БИШКЕК Г.
160.99999999999997,23.0,22.0,182.0,76.00000000000001,57.00000000000001,13.0,28.000000000000004,70.0,7.999999999999997,3.9999999999999987,1.9999999999999993,13.0,73.0,35.0,23.999999999999996,50.0,841.0,20.429447852760735,БИШКЕК Г.
225.0,29.0,12.0,65.0,98.0,41.0,21.0,34.99999999999999,70.00000000000001,4.0,4.0,4.0,13.0,104.0,18.000000000000004,31.999999999999996,44.0,819.0,32.28454172366621,БИШКЕК Г.
201.00000000000003,45.0,56.0,225.99999999999991,117.0,55.0,33.0,48.00000000000001,103.0,17.0,8.0,6.000000000000001,22.0,117.0,88.00000000000001,46.0,70.99999999999999,1259.0,28.690228690228693,БИШКЕК Г.
80.0,43.0,46.0,220.99999999999997,98.99999999999999,65.00000000000001,61.00000000000001,60.0,113.0,9.000000000000002,3.9999999999999996,6.000000000000001,14.0,138.99999999999997,66.99999999999999,58.0,65.00000000000001,1150.0,22.941176470588236,БИШКЕК Г.
209.99999999999997,53.0,49.99999999999999,189.0,127.0,68.0,33.0,51.0,120.00000000000004,10.999999999999998,2.0,6.0,29.0,125.0,81.0,51.0,68.0,1274.0,25.189816882536846,БИШКЕК Г.
218.0,27.0,43.0,112.99999999999999,94.00000000000001,66.0,13.0,50.0,92.99999999999999,6.0,13.0,3.0,22.0,123.00000000000001,19.0,30.0,84.00000000000001,1017.0,14.48876662081614,БИШКЕК Г.
132.99999999999997,36.0,37.00000000000001,116.99999999999999,115.99999999999996,57.0,33.00000000000001,58.99999999999999,128.00000000000003,12.0,10.0,0.0,25.000000000000004,117.99999999999999,21.0,40.0,80.99999999999999,1023.0,15.413891531874405,БИШКЕК Г.
171.0,36.99999999999999,26.999999999999996,147.00000000000003,101.0,50.0,26.999999999999996,56.00000000000001,126.0,9.000000000000002,8.0,4.0,15.0,127.00000000000001,18.000000000000004,64.00000000000001,66.0,1053.0,13.87308533916849,БИШКЕК Г.
256.00000000000006,34.00000000000001,37.0,214.0,141.99999999999997,44.0,21.0,45.0,127.00000000000001,8.000000000000002,2.9999999999999996,7.0,26.000000000000004,130.0,25.0,43.00000000000001,93.99999999999999,1256.0,10.029498525073747,БИШКЕК Г.
141.0,31.0,31.0,172.0,138.00000000000003,56.0,19.000000000000004,51.0,125.99999999999996,12.000000000000002,5.000000000000001,4.000000000000001,13.0,172.0,22.0,41.00000000000001,98.00000000000001,1132.0,11.355633802816902,БИШКЕК Г.
237.99999999999997,45.0,45.0,60.00000000000002,100.0,49.00000000000002,13.999999999999998,37.00000000000001,84.99999999999999,6.0,6.0,2.0,13.0,104.99999999999999,11.0,48.0,42.99999999999999,907.0,14.609929078014183,БИШКЕК Г.
228.0,35.99999999999999,25.999999999999996,62.0,82.0,34.99999999999999,19.0,50.99999999999999,76.0,12.0,4.999999999999999,6.0,9.000000000000002,119.99999999999999,9.000000000000002,37.0,51.99999999999999,865.0,16.905901116427433,БИШКЕК Г.
213.00000000000003,25.999999999999996,23.999999999999996,69.99999999999999,92.0,56.0,19.0,40.99999999999999,82.00000000000001,9.000000000000002,13.0,7.0,21.0,118.0,19.0,40.99999999999999,50.0,901.0,14.072600696171058,БИШКЕК Г.
215.0,45.00000000000001,35.0,64.99999999999999,101.0,48.00000000000001,14.0,45.99999999999999,82.99999999999996,10.0,7.0,4.0,17.999999999999996,100.0,16.0,44.0,66.99999999999999,918.0,18.610679108346293,БИШКЕК Г.
198.99999999999997,37.0,45.0,205.99999999999997,87.0,42.0,21.000000000000004,39.00000000000001,124.0,6.0,12.0,2.0,14.0,146.00000000000003,27.0,49.0,82.99999999999999,1139.0,14.48493027440396,БИШКЕК Г.
161.00000000000003,47.99999999999999,42.0,219.00000000000003,108.0,47.99999999999999,16.000000000000004,62.0,89.0,7.0,17.000000000000004,2.0,12.000000000000002,130.00000000000003,46.0,46.0,64.00000000000001,1117.0,28.88318356867779,БИШКЕК Г.
172.00000000000003,54.99999999999999,44.0,164.0,90.0,51.0,11.0,68.00000000000001,100.0,12.0,3.0,6.0,21.0,143.99999999999997,19.0,46.0,88.0,1094.0,27.19033232628399,БИШКЕК Г.
